data,sku,tipo,qtd,saldo
2025-05-26,SKU-0173,saida,-11,254
2025-05-26,SKU-0174,entrada,60,311
2025-05-26,SKU-0175,entrada,294,1994
2025-05-26,SKU-0175,saida,-37,1957
2025-05-26,SKU-0176,entrada,12,49
2025-05-26,SKU-0177,entrada,24,86
2025-05-26,SKU-0178,entrada,60,193
2025-05-26,SKU-0179,entrada,42,196
2025-05-26,SKU-0179,saida,-1,195
2025-05-26,SKU-0180,entrada,72,470
2025-05-26,SKU-0180,saida,-21,449
2025-05-26,SKU-0181,entrada,60,237
2025-05-26,SKU-0182,entrada,30,115
2025-05-26,SKU-0183,entrada,24,111
2025-05-26,SKU-0184,entrada,72,481
2025-05-26,SKU-0185,entrada,30,144
2025-05-26,SKU-0186,entrada,66,299
2025-05-26,SKU-0187,entrada,90,483
2025-05-26,SKU-0188,entrada,72,523
2025-05-26,SKU-0188,saida,-5,518
2025-05-26,SKU-0189,entrada,54,183
2025-05-26,SKU-0190,entrada,6,21
2025-05-26,SKU-0191,entrada,48,140
2025-05-26,SKU-0192,entrada,72,237
2025-05-26,SKU-0193,entrada,42,310
2025-05-26,SKU-0194,entrada,48,101
2025-05-26,SKU-0195,entrada,534,2687
2025-05-26,SKU-0195,saida,-72,2615
2025-05-26,SKU-0196,entrada,108,900
2025-05-26,SKU-0196,saida,-20,880
2025-05-26,SKU-0197,entrada,12,67
2025-05-26,SKU-0198,entrada,12,59
2025-05-26,SKU-0199,entrada,36,244
2025-05-26,SKU-0200,entrada,126,719
2025-05-26,SKU-0200,saida,-29,690
2025-05-26,SKU-0201,entrada,18,85
2025-05-26,SKU-0202,entrada,120,683
2025-05-26,SKU-0203,entrada,72,391
2025-05-26,SKU-0204,entrada,84,445
2025-05-26,SKU-0204,saida,-3,442
2025-05-26,SKU-0205,entrada,78,319
2025-05-26,SKU-0206,entrada,126,1108
2025-05-26,SKU-0206,saida,-39,1069
2025-05-26,SKU-0207,entrada,72,633
2025-05-26,SKU-0208,entrada,96,917
2025-05-26,SKU-0208,saida,-20,897
2025-05-26,SKU-0209,entrada,66,426
2025-05-26,SKU-0210,entrada,54,350
2025-05-26,SKU-0211,entrada,60,409
2025-05-26,SKU-0212,entrada,108,810
2025-05-26,SKU-0212,saida,-13,797
2025-05-26,SKU-0213,entrada,48,131
2025-05-26,SKU-0214,entrada,510,3887
2025-05-26,SKU-0214,saida,-90,3797
2025-05-26,SKU-0215,entrada,60,342
2025-05-26,SKU-0215,saida,-16,326
2025-05-26,SKU-0216,entrada,24,61
2025-05-26,SKU-0217,entrada,78,407
2025-05-26,SKU-0218,entrada,90,785
2025-05-26,SKU-0218,saida,-20,765
2025-05-26,SKU-0219,entrada,18,70
2025-05-26,SKU-0220,entrada,42,244
2025-05-26,SKU-0220,saida,-15,229
2025-05-26,SKU-0221,entrada,48,115
2025-05-26,SKU-0221,saida,-7,108
2025-05-26,SKU-0222,entrada,24,83
2025-05-26,SKU-0223,entrada,24,101
2025-05-26,SKU-0224,entrada,102,488
2025-05-26,SKU-0224,saida,-35,453
2025-05-26,SKU-0225,entrada,48,142
2025-05-26,SKU-0226,entrada,36,151
2025-05-26,SKU-0227,entrada,30,142
2025-05-26,SKU-0228,entrada,90,358
2025-05-26,SKU-0228,saida,-22,336
2025-05-26,SKU-0229,entrada,36,335
2025-05-26,SKU-0230,entrada,84,256
2025-05-26,SKU-0230,saida,-3,253
2025-05-26,SKU-0231,entrada,66,262
2025-05-26,SKU-0232,entrada,36,110
2025-05-26,SKU-0232,saida,-5,105
2025-05-26,SKU-0233,entrada,108,585
2025-05-26,SKU-0233,saida,-25,560
2025-05-26,SKU-0234,entrada,42,340
2025-05-26,SKU-0234,saida,-10,330
2025-05-26,SKU-0235,entrada,84,566
2025-05-26,SKU-0236,entrada,90,416
2025-05-26,SKU-0237,entrada,132,936
2025-05-26,SKU-0237,saida,-38,898
2025-05-26,SKU-0238,entrada,102,622
2025-05-26,SKU-0239,entrada,66,432
2025-05-26,SKU-0239,saida,-5,427
2025-05-26,SKU-0240,entrada,78,319
2025-05-26,SKU-0241,entrada,36,156
2025-05-26,SKU-0242,entrada,42,199
2025-05-26,SKU-0243,entrada,102,711
2025-05-26,SKU-0243,saida,-35,676
2025-05-26,SKU-0244,entrada,54,98
2025-05-26,SKU-0245,entrada,48,248
2025-05-26,SKU-0246,entrada,102,464
2025-05-26,SKU-0246,saida,-12,452
2025-05-26,SKU-0247,entrada,60,447
2025-05-26,SKU-0247,saida,-11,436
2025-05-26,SKU-0248,entrada,42,153
2025-05-26,SKU-0249,entrada,42,130
2025-05-26,SKU-0249,saida,-4,126
2025-05-26,SKU-0250,entrada,66,329
2025-05-26,SKU-0250,saida,-2,327
2025-05-27,SKU-0001,saida,-12,557
2025-05-27,SKU-0002,saida,-31,346
2025-05-27,SKU-0005,saida,-27,24
2025-05-27,SKU-0010,saida,-13,835
2025-05-27,SKU-0012,saida,-9,353
2025-05-27,SKU-0014,saida,-4,198
2025-05-27,SKU-0015,saida,-17,232
2025-05-27,SKU-0017,saida,-12,309
2025-05-27,SKU-0020,saida,-17,608
2025-05-27,SKU-0024,saida,-20,790
2025-05-27,SKU-0025,saida,-17,551
2025-05-27,SKU-0026,saida,-4,448
2025-05-27,SKU-0027,saida,-29,1101
2025-05-27,SKU-0033,saida,-4,416
2025-05-27,SKU-0034,saida,-5,170
2025-05-27,SKU-0035,saida,-59,558
2025-05-27,SKU-0036,saida,-2,570
2025-05-27,SKU-0039,saida,-38,496
2025-05-27,SKU-0040,saida,-1,288
2025-05-27,SKU-0047,saida,-1,248
2025-05-27,SKU-0051,saida,-53,1047
2025-05-27,SKU-0052,saida,-1,459
2025-05-27,SKU-0056,saida,-42,889
2025-05-27,SKU-0057,saida,-72,379
2025-05-27,SKU-0065,saida,-11,266
2025-05-27,SKU-0066,saida,-21,1305
2025-05-27,SKU-0068,saida,-5,92
2025-05-27,SKU-0069,saida,-9,757
2025-05-27,SKU-0070,saida,-6,204
2025-05-27,SKU-0071,saida,-24,941
2025-05-27,SKU-0074,saida,-1,563
2025-05-27,SKU-0077,saida,-8,108
2025-05-27,SKU-0080,saida,-11,282
2025-05-27,SKU-0081,saida,-17,622
2025-05-27,SKU-0083,saida,-3,249
2025-05-27,SKU-0089,saida,-6,77
2025-05-27,SKU-0090,saida,-10,606
2025-05-27,SKU-0095,saida,-1,938
2025-05-27,SKU-0099,saida,-22,1723
2025-05-27,SKU-0107,saida,-14,407
2025-05-27,SKU-0109,saida,-22,219
2025-05-27,SKU-0113,saida,-114,4736
2025-05-27,SKU-0116,saida,-19,356
2025-05-27,SKU-0122,saida,-5,358
2025-05-27,SKU-0123,saida,-2,573
2025-05-27,SKU-0124,saida,-3,710
2025-05-27,SKU-0125,saida,-2,378
2025-05-27,SKU-0133,saida,-3,169
2025-05-27,SKU-0136,saida,-8,251
2025-05-27,SKU-0138,saida,-6,240
2025-05-27,SKU-0140,saida,-51,1259
2025-05-27,SKU-0144,saida,-30,959
2025-05-27,SKU-0149,saida,-433,15274
2025-05-27,SKU-0150,saida,-17,635
2025-05-27,SKU-0157,ajuste,-4,277
2025-05-27,SKU-0158,saida,-7,807
2025-05-27,SKU-0161,saida,-11,338
2025-05-27,SKU-0163,saida,-13,115
2025-05-27,SKU-0165,saida,-2,1888
2025-05-27,SKU-0172,saida,-11,383
2025-05-27,SKU-0173,saida,-10,244
2025-05-27,SKU-0175,saida,-2,1955
2025-05-27,SKU-0178,saida,-6,187
2025-05-27,SKU-0179,ajuste,-6,189
2025-05-27,SKU-0180,saida,-11,438
2025-05-27,SKU-0185,saida,-20,124
2025-05-27,SKU-0189,ajuste,-2,181
2025-05-27,SKU-0192,saida,-4,233
2025-05-27,SKU-0195,saida,-74,2541
2025-05-27,SKU-0200,saida,-2,688
2025-05-27,SKU-0202,saida,-4,679
2025-05-27,SKU-0204,saida,-1,441
2025-05-27,SKU-0206,saida,-13,1056
2025-05-27,SKU-0212,saida,-7,790
2025-05-27,SKU-0214,saida,-34,3763
2025-05-27,SKU-0215,saida,-3,323
2025-05-27,SKU-0229,saida,-29,306
2025-05-27,SKU-0232,saida,-12,93
2025-05-27,SKU-0236,saida,-26,390
2025-05-27,SKU-0237,saida,-42,856
2025-05-27,SKU-0243,saida,-43,633
2025-05-27,SKU-0246,saida,-14,438
2025-05-27,SKU-0247,saida,-6,430
2025-05-27,SKU-0250,saida,-24,303
2025-05-28,SKU-0001,saida,-5,552
2025-05-28,SKU-0002,saida,-1,345
2025-05-28,SKU-0006,saida,-14,248
2025-05-28,SKU-0008,saida,-5,306
2025-05-28,SKU-0011,saida,-19,185
2025-05-28,SKU-0012,saida,-14,339
2025-05-28,SKU-0013,saida,-8,731
2025-05-28,SKU-0017,saida,-15,294
2025-05-28,SKU-0018,saida,-2,426
2025-05-28,SKU-0020,ajuste,-6,602
2025-05-28,SKU-0020,saida,-10,592
2025-05-28,SKU-0024,saida,-11,779
2025-05-28,SKU-0025,saida,-14,537
2025-05-28,SKU-0027,saida,-32,1069
2025-05-28,SKU-0029,saida,-42,326
2025-05-28,SKU-0033,saida,-21,395
2025-05-28,SKU-0036,saida,-22,548
2025-05-28,SKU-0037,saida,-11,479
2025-05-28,SKU-0039,saida,-2,494
2025-05-28,SKU-0045,saida,-13,342
2025-05-28,SKU-0051,saida,-19,1028
2025-05-28,SKU-0057,saida,-1,378
2025-05-28,SKU-0060,saida,-1,226
2025-05-28,SKU-0066,saida,-15,1290
2025-05-28,SKU-0070,saida,-16,188
2025-05-28,SKU-0071,saida,-34,907
2025-05-28,SKU-0074,saida,-26,537
2025-05-28,SKU-0091,saida,-10,506
2025-05-28,SKU-0092,saida,-23,471
2025-05-28,SKU-0094,saida,-14,401
2025-05-28,SKU-0095,saida,-17,921
2025-05-28,SKU-0097,saida,-13,481
2025-05-28,SKU-0099,saida,-2,1721
2025-05-28,SKU-0110,saida,-9,470
2025-05-28,SKU-0113,saida,-222,4514
2025-05-28,SKU-0114,saida,-3,624
2025-05-28,SKU-0115,saida,-52,274
2025-05-28,SKU-0120,saida,-8,264
2025-05-28,SKU-0121,saida,-13,145
2025-05-28,SKU-0125,saida,-7,371
2025-05-28,SKU-0128,saida,-9,544
2025-05-28,SKU-0136,saida,-6,245
2025-05-28,SKU-0137,saida,-4,431
2025-05-28,SKU-0138,saida,-10,230
2025-05-28,SKU-0140,saida,-31,1228
2025-05-28,SKU-0142,saida,-1,138
2025-05-28,SKU-0146,saida,-26,321
2025-05-28,SKU-0149,saida,-403,14871
2025-05-28,SKU-0150,saida,-19,616
2025-05-28,SKU-0153,saida,-11,316
2025-05-28,SKU-0157,saida,-2,275
2025-05-28,SKU-0158,saida,-4,803
2025-05-28,SKU-0161,saida,-1,337
2025-05-28,SKU-0164,saida,-23,306
2025-05-28,SKU-0165,saida,-24,1864
2025-05-28,SKU-0166,saida,-1,62
2025-05-28,SKU-0169,saida,-6,452
2025-05-28,SKU-0170,saida,-4,481
2025-05-28,SKU-0173,saida,-3,241
2025-05-28,SKU-0175,saida,-40,1915
2025-05-28,SKU-0181,saida,-12,225
2025-05-28,SKU-0184,saida,-3,478
2025-05-28,SKU-0189,saida,-1,180
2025-05-28,SKU-0193,saida,-38,272
2025-05-28,SKU-0194,saida,-34,67
2025-05-28,SKU-0195,saida,-50,2491
2025-05-28,SKU-0196,saida,-12,868
2025-05-28,SKU-0200,saida,-36,652
2025-05-28,SKU-0202,saida,-2,677
2025-05-28,SKU-0203,saida,-21,370
2025-05-28,SKU-0206,saida,-3,1053
2025-05-28,SKU-0209,saida,-5,421
2025-05-28,SKU-0211,saida,-31,378
2025-05-28,SKU-0213,saida,-2,129
2025-05-28,SKU-0214,saida,-116,3647
2025-05-28,SKU-0215,saida,-4,319
2025-05-28,SKU-0217,saida,-8,399
2025-05-28,SKU-0218,saida,-18,747
2025-05-28,SKU-0219,saida,-7,63
2025-05-28,SKU-0222,saida,-16,67
2025-05-28,SKU-0223,ajuste,-5,96
2025-05-28,SKU-0225,saida,-5,137
2025-05-28,SKU-0228,saida,-25,311
2025-05-28,SKU-0230,saida,-1,252
2025-05-28,SKU-0236,saida,-20,370
2025-05-28,SKU-0237,saida,-15,841
2025-05-28,SKU-0240,saida,-7,312
2025-05-28,SKU-0243,saida,-9,624
2025-05-28,SKU-0246,saida,-24,414
2025-05-29,SKU-0008,saida,-18,288
2025-05-29,SKU-0015,saida,-4,228
2025-05-29,SKU-0016,saida,-27,119
2025-05-29,SKU-0019,saida,-3,456
2025-05-29,SKU-0024,saida,-31,748
2025-05-29,SKU-0025,saida,-6,531
2025-05-29,SKU-0027,saida,-5,1064
2025-05-29,SKU-0029,saida,-13,313
2025-05-29,SKU-0033,saida,-11,384
2025-05-29,SKU-0035,saida,-17,541
2025-05-29,SKU-0037,saida,-28,451
2025-05-29,SKU-0038,saida,-4,369
2025-05-29,SKU-0039,saida,-14,480
2025-05-29,SKU-0043,saida,-4,361
2025-05-29,SKU-0045,saida,-9,333
2025-05-29,SKU-0046,saida,-12,175
2025-05-29,SKU-0048,saida,-6,359
2025-05-29,SKU-0051,saida,-17,1011
2025-05-29,SKU-0056,saida,-8,881
2025-05-29,SKU-0066,saida,-13,1277
2025-05-29,SKU-0071,saida,-11,896
2025-05-29,SKU-0074,saida,-13,524
2025-05-29,SKU-0076,saida,-15,253
2025-05-29,SKU-0086,saida,-8,115
2025-05-29,SKU-0087,saida,-19,142
2025-05-29,SKU-0092,saida,-2,469
2025-05-29,SKU-0094,saida,-7,394
2025-05-29,SKU-0095,saida,-62,859
2025-05-29,SKU-0097,saida,-12,469
2025-05-29,SKU-0099,saida,-5,1716
2025-05-29,SKU-0113,saida,-94,4420
2025-05-29,SKU-0114,saida,-5,619
2025-05-29,SKU-0116,saida,-16,340
2025-05-29,SKU-0119,saida,-8,758
2025-05-29,SKU-0125,saida,-9,362
2025-05-29,SKU-0128,saida,-20,524
2025-05-29,SKU-0137,saida,-39,392
2025-05-29,SKU-0140,saida,-6,1222
2025-05-29,SKU-0143,saida,-8,138
2025-05-29,SKU-0144,saida,-18,941
2025-05-29,SKU-0146,saida,-1,320
2025-05-29,SKU-0148,saida,-9,209
2025-05-29,SKU-0149,saida,-303,14568
2025-05-29,SKU-0150,saida,-28,588
2025-05-29,SKU-0155,saida,-19,31
2025-05-29,SKU-0164,saida,-33,273
2025-05-29,SKU-0165,saida,-27,1837
2025-05-29,SKU-0169,saida,-16,436
2025-05-29,SKU-0170,saida,-8,473
2025-05-29,SKU-0171,saida,-14,160
2025-05-29,SKU-0172,saida,-7,376
2025-05-29,SKU-0175,saida,-20,1895
2025-05-29,SKU-0184,saida,-11,467
2025-05-29,SKU-0192,saida,-6,227
2025-05-29,SKU-0193,saida,-5,267
2025-05-29,SKU-0195,saida,-58,2433
2025-05-29,SKU-0199,saida,-1,243
2025-05-29,SKU-0203,saida,-10,360
2025-05-29,SKU-0205,saida,-2,317
2025-05-29,SKU-0212,saida,-14,776
2025-05-29,SKU-0214,saida,-38,3609
2025-05-29,SKU-0224,saida,-8,445
2025-05-29,SKU-0230,saida,-28,224
2025-05-29,SKU-0233,saida,-2,558
2025-05-29,SKU-0235,saida,-7,559
2025-05-29,SKU-0236,saida,-23,347
2025-05-29,SKU-0237,saida,-52,789
2025-05-29,SKU-0240,saida,-1,311
2025-05-29,SKU-0243,saida,-5,619
2025-05-29,SKU-0246,saida,-23,391
2025-05-29,SKU-0250,saida,-13,290
2025-05-30,SKU-0001,saida,-1,551
2025-05-30,SKU-0002,saida,-27,318
2025-05-30,SKU-0003,saida,-2,122
2025-05-30,SKU-0008,saida,-3,285
2025-05-30,SKU-0010,saida,-2,833
2025-05-30,SKU-0013,saida,-5,726
2025-05-30,SKU-0017,saida,-4,290
2025-05-30,SKU-0018,saida,-12,414
2025-05-30,SKU-0020,saida,-14,578
2025-05-30,SKU-0024,saida,-12,736
2025-05-30,SKU-0025,saida,-4,527
2025-05-30,SKU-0026,saida,-8,440
2025-05-30,SKU-0027,saida,-64,1000
2025-05-30,SKU-0030,saida,-21,338
2025-05-30,SKU-0033,saida,-14,370
2025-05-30,SKU-0037,saida,-22,429
2025-05-30,SKU-0041,saida,-9,362
2025-05-30,SKU-0043,saida,-10,351
2025-05-30,SKU-0044,saida,-8,195
2025-05-30,SKU-0045,saida,-6,327
2025-05-30,SKU-0046,saida,-13,162
2025-05-30,SKU-0047,saida,-10,238
2025-05-30,SKU-0048,saida,-6,353
2025-05-30,SKU-0051,saida,-36,975
2025-05-30,SKU-0056,ajuste,-6,875
2025-05-30,SKU-0056,saida,-10,865
2025-05-30,SKU-0057,saida,-14,364
2025-05-30,SKU-0059,saida,-1,594
2025-05-30,SKU-0066,saida,-57,1220
2025-05-30,SKU-0068,saida,-10,82
2025-05-30,SKU-0069,saida,-5,752
2025-05-30,SKU-0071,saida,-25,871
2025-05-30,SKU-0074,saida,-33,491
2025-05-30,SKU-0085,saida,-12,177
2025-05-30,SKU-0090,saida,-7,599
2025-05-30,SKU-0091,saida,-13,493
2025-05-30,SKU-0092,saida,-28,441
2025-05-30,SKU-0095,saida,-33,826
2025-05-30,SKU-0096,saida,-28,236
2025-05-30,SKU-0097,saida,-34,435
2025-05-30,SKU-0099,saida,-45,1671
2025-05-30,SKU-0102,saida,-8,147
2025-05-30,SKU-0106,saida,-30,185
2025-05-30,SKU-0107,saida,-5,402
2025-05-30,SKU-0110,saida,-30,440
2025-05-30,SKU-0111,saida,-4,117
2025-05-30,SKU-0112,saida,-12,167
2025-05-30,SKU-0113,saida,-160,4260
2025-05-30,SKU-0114,saida,-19,600
2025-05-30,SKU-0116,saida,-7,333
2025-05-30,SKU-0119,saida,-1,757
2025-05-30,SKU-0127,saida,-7,141
2025-05-30,SKU-0128,saida,-4,520
2025-05-30,SKU-0135,saida,-17,459
2025-05-30,SKU-0140,saida,-33,1189
2025-05-30,SKU-0141,saida,-10,433
2025-05-30,SKU-0144,saida,-23,918
2025-05-30,SKU-0145,saida,-28,315
2025-05-30,SKU-0146,saida,-3,317
2025-05-30,SKU-0149,saida,-561,14007
2025-05-30,SKU-0150,saida,-31,557
2025-05-30,SKU-0156,ajuste,-3,567
2025-05-30,SKU-0156,saida,-20,547
2025-05-30,SKU-0158,saida,-49,754
2025-05-30,SKU-0163,saida,-1,114
2025-05-30,SKU-0165,saida,-77,1760
2025-05-30,SKU-0169,saida,-6,430
2025-05-30,SKU-0172,saida,-2,374
2025-05-30,SKU-0174,saida,-2,309
2025-05-30,SKU-0175,saida,-62,1833
2025-05-30,SKU-0181,saida,-11,214
2025-05-30,SKU-0188,saida,-5,513
2025-05-30,SKU-0192,ajuste,-3,224
2025-05-30,SKU-0193,saida,-12,255
2025-05-30,SKU-0195,saida,-98,2335
2025-05-30,SKU-0202,saida,-22,655
2025-05-30,SKU-0207,saida,-9,624
2025-05-30,SKU-0208,saida,-18,879
2025-05-30,SKU-0209,saida,-2,419
2025-05-30,SKU-0211,saida,-15,363
2025-05-30,SKU-0212,saida,-1,775
2025-05-30,SKU-0214,saida,-91,3518
2025-05-30,SKU-0215,saida,-6,313
2025-05-30,SKU-0217,saida,-5,394
2025-05-30,SKU-0220,saida,-20,209
2025-05-30,SKU-0221,saida,-9,99
2025-05-30,SKU-0224,saida,-8,437
2025-05-30,SKU-0227,saida,-13,129
2025-05-30,SKU-0228,saida,-39,272
2025-05-30,SKU-0233,saida,-5,553
2025-05-30,SKU-0234,saida,-24,306
2025-05-30,SKU-0236,saida,-6,341
2025-05-30,SKU-0237,saida,-50,739
2025-05-30,SKU-0238,saida,-2,620
2025-05-30,SKU-0239,saida,-4,423
2025-05-30,SKU-0240,saida,-9,302
2025-05-30,SKU-0243,saida,-22,597
2025-05-30,SKU-0245,saida,-17,231
2025-05-30,SKU-0246,saida,-7,384
2025-05-30,SKU-0247,saida,-1,429
2025-05-30,SKU-0250,saida,-15,275
2025-05-31,SKU-0001,saida,-24,527
2025-05-31,SKU-0007,saida,-26,255
2025-05-31,SKU-0010,saida,-17,816
2025-05-31,SKU-0015,saida,-33,195
2025-05-31,SKU-0020,saida,-1,577
2025-05-31,SKU-0024,saida,-9,727
2025-05-31,SKU-0026,saida,-17,423
2025-05-31,SKU-0027,saida,-55,945
2025-05-31,SKU-0028,saida,-20,252
2025-05-31,SKU-0029,saida,-31,282
2025-05-31,SKU-0035,saida,-10,531
2025-05-31,SKU-0039,saida,-5,475
2025-05-31,SKU-0043,saida,-2,349
2025-05-31,SKU-0045,saida,-17,310
2025-05-31,SKU-0048,saida,-19,334
2025-05-31,SKU-0051,saida,-10,965
2025-05-31,SKU-0053,saida,-9,207
2025-05-31,SKU-0056,saida,-13,852
2025-05-31,SKU-0057,saida,-7,357
2025-05-31,SKU-0062,saida,-7,73
2025-05-31,SKU-0066,saida,-22,1198
2025-05-31,SKU-0069,saida,-9,743
2025-05-31,SKU-0070,saida,-3,185
2025-05-31,SKU-0071,saida,-14,857
2025-05-31,SKU-0074,saida,-19,472
2025-05-31,SKU-0081,saida,-19,603
2025-05-31,SKU-0083,saida,-15,234
2025-05-31,SKU-0090,saida,-4,595
2025-05-31,SKU-0091,saida,-10,483
2025-05-31,SKU-0092,saida,-7,434
2025-05-31,SKU-0093,saida,-10,326
2025-05-31,SKU-0095,saida,-10,816
2025-05-31,SKU-0097,saida,-46,389
2025-05-31,SKU-0099,saida,-36,1635
2025-05-31,SKU-0102,saida,-12,135
2025-05-31,SKU-0107,saida,-21,381
2025-05-31,SKU-0113,saida,-99,4161
2025-05-31,SKU-0114,saida,-3,597
2025-05-31,SKU-0116,saida,-2,331
2025-05-31,SKU-0118,saida,-1,734
2025-05-31,SKU-0124,saida,-20,690
2025-05-31,SKU-0125,saida,-10,352
2025-05-31,SKU-0139,saida,-12,246
2025-05-31,SKU-0140,saida,-37,1152
2025-05-31,SKU-0144,saida,-38,880
2025-05-31,SKU-0146,saida,-7,310
2025-05-31,SKU-0149,saida,-331,13676
2025-05-31,SKU-0150,saida,-20,537
2025-05-31,SKU-0153,ajuste,-4,312
2025-05-31,SKU-0156,saida,-8,539
2025-05-31,SKU-0157,saida,-16,259
2025-05-31,SKU-0162,saida,-30,358
2025-05-31,SKU-0164,saida,-12,261
2025-05-31,SKU-0165,saida,-27,1733
2025-05-31,SKU-0168,saida,-16,146
2025-05-31,SKU-0175,saida,-23,1810
2025-05-31,SKU-0180,saida,-9,429
2025-05-31,SKU-0186,saida,-18,281
2025-05-31,SKU-0189,saida,-8,172
2025-05-31,SKU-0195,saida,-70,2265
2025-05-31,SKU-0198,saida,-9,50
2025-05-31,SKU-0202,saida,-22,633
2025-05-31,SKU-0204,saida,-5,436
2025-05-31,SKU-0207,saida,-7,617
2025-05-31,SKU-0214,saida,-86,3432
2025-05-31,SKU-0215,saida,-9,304
2025-05-31,SKU-0217,saida,-28,366
2025-05-31,SKU-0218,saida,-3,744
2025-05-31,SKU-0225,saida,-10,127
2025-05-31,SKU-0228,saida,-39,233
2025-05-31,SKU-0229,saida,-3,303
2025-05-31,SKU-0230,saida,-12,212
2025-05-31,SKU-0233,saida,-20,533
2025-05-31,SKU-0236,saida,-17,324
2025-05-31,SKU-0237,saida,-10,729
2025-05-31,SKU-0240,saida,-10,292
2025-05-31,SKU-0243,saida,-28,569
2025-05-31,SKU-0246,saida,-21,363
2025-05-31,SKU-0247,saida,-9,420
2025-05-31,SKU-0250,saida,-16,259
2025-06-01,SKU-0114,ajuste,-1,596
2025-06-02,SKU-0002,entrada,90,408
2025-06-02,SKU-0002,saida,-7,401
2025-06-02,SKU-0004,saida,-37,164
2025-06-02,SKU-0006,saida,-15,233
2025-06-02,SKU-0008,saida,-21,264
2025-06-02,SKU-0009,saida,-12,134
2025-06-02,SKU-0013,entrada,102,828
2025-06-02,SKU-0013,saida,-37,791
2025-06-02,SKU-0017,entrada,60,350
2025-06-02,SKU-0017,saida,-11,339
2025-06-02,SKU-0018,saida,-24,390
2025-06-02,SKU-0020,saida,-8,569
2025-06-02,SKU-0021,saida,-4,183
2025-06-02,SKU-0023,saida,-24,250
2025-06-02,SKU-0024,entrada,120,847
2025-06-02,SKU-0025,entrada,84,611
2025-06-02,SKU-0025,saida,-97,514
2025-06-02,SKU-0026,entrada,78,501
2025-06-02,SKU-0026,saida,-9,492
2025-06-02,SKU-0027,entrada,222,1167
2025-06-02,SKU-0027,saida,-12,1155
2025-06-02,SKU-0035,entrada,126,657
2025-06-02,SKU-0035,saida,-43,614
2025-06-02,SKU-0036,saida,-25,523
2025-06-02,SKU-0037,saida,-15,414
2025-06-02,SKU-0038,saida,-7,362
2025-06-02,SKU-0039,entrada,84,559
2025-06-02,SKU-0039,saida,-37,522
2025-06-02,SKU-0045,entrada,78,388
2025-06-02,SKU-0045,saida,-12,376
2025-06-02,SKU-0048,entrada,84,418
2025-06-02,SKU-0048,saida,-1,417
2025-06-02,SKU-0051,entrada,258,1223
2025-06-02,SKU-0051,saida,-52,1171
2025-06-02,SKU-0052,saida,-6,453
2025-06-02,SKU-0053,saida,-12,195
2025-06-02,SKU-0056,entrada,120,972
2025-06-02,SKU-0056,saida,-41,931
2025-06-02,SKU-0057,entrada,66,423
2025-06-02,SKU-0057,saida,-6,417
2025-06-02,SKU-0059,saida,-21,573
2025-06-02,SKU-0060,saida,-6,220
2025-06-02,SKU-0065,saida,-7,259
2025-06-02,SKU-0066,entrada,246,1444
2025-06-02,SKU-0066,saida,-68,1376
2025-06-02,SKU-0069,saida,-22,721
2025-06-02,SKU-0070,saida,-15,170
2025-06-02,SKU-0071,entrada,168,1025
2025-06-02,SKU-0071,saida,-88,937
2025-06-02,SKU-0074,entrada,96,568
2025-06-02,SKU-0074,saida,-18,550
2025-06-02,SKU-0077,saida,-4,104
2025-06-02,SKU-0078,saida,-11,287
2025-06-02,SKU-0079,saida,-21,784
2025-06-02,SKU-0080,saida,-29,253
2025-06-02,SKU-0081,entrada,72,675
2025-06-02,SKU-0081,saida,-29,646
2025-06-02,SKU-0083,saida,-31,203
2025-06-02,SKU-0085,saida,-2,175
2025-06-02,SKU-0088,saida,-7,134
2025-06-02,SKU-0093,saida,-21,305
2025-06-02,SKU-0094,saida,-11,383
2025-06-02,SKU-0095,entrada,228,1044
2025-06-02,SKU-0095,saida,-104,940
2025-06-02,SKU-0096,saida,-5,231
2025-06-02,SKU-0097,entrada,96,485
2025-06-02,SKU-0097,saida,-22,463
2025-06-02,SKU-0099,entrada,198,1833
2025-06-02,SKU-0099,saida,-34,1799
2025-06-02,SKU-0107,entrada,66,447
2025-06-02,SKU-0107,saida,-12,435
2025-06-02,SKU-0109,saida,-3,216
2025-06-02,SKU-0110,entrada,72,512
2025-06-02,SKU-0110,saida,-30,482
2025-06-02,SKU-0112,saida,-11,156
2025-06-02,SKU-0113,entrada,1086,5247
2025-06-02,SKU-0113,saida,-207,5040
2025-06-02,SKU-0114,saida,-18,578
2025-06-02,SKU-0115,saida,-31,243
2025-06-02,SKU-0116,entrada,102,433
2025-06-02,SKU-0116,saida,-26,407
2025-06-02,SKU-0119,saida,-10,747
2025-06-02,SKU-0121,saida,-8,137
2025-06-02,SKU-0122,saida,-6,352
2025-06-02,SKU-0123,saida,-16,557
2025-06-02,SKU-0124,entrada,84,774
2025-06-02,SKU-0124,saida,-9,765
2025-06-02,SKU-0125,entrada,126,478
2025-06-02,SKU-0125,saida,-24,454
2025-06-02,SKU-0132,saida,-8,132
2025-06-02,SKU-0133,saida,-8,161
2025-06-02,SKU-0134,saida,-8,427
2025-06-02,SKU-0135,saida,-23,436
2025-06-02,SKU-0136,saida,-1,244
2025-06-02,SKU-0137,saida,-16,376
2025-06-02,SKU-0138,saida,-10,220
2025-06-02,SKU-0139,saida,-18,228
2025-06-02,SKU-0140,entrada,228,1380
